0.764101292,0.584458501,-0.256761922,0.109010112,0.083693623,0.036870973,0.380262545,-1,0.066640449,0.224147919,-1,0.039601847,0.043502998,-1,0.007531984,0.932617188,1.281738281,1.628417969,1.962890625,2.280273438,2.91015625,0.012284748,0.006072311,0.003848042,0.002804311,0.002171213,0.001466402,0.935058594,1.281738281,1.618652344,2.607421875,2.912597656,3.259277344,0.007334857,0.003526323,0.002277071,0.001027522,0.000877349,0.000748432,0.932617188,1.281738281,1.62109375,1.975097656,2.32421875,2.644042969,0.001409181,0.000696543,0.000434163,0.000318144,0.000274218,0.000191915,2.544681431,2.309601335,0.000437018,1.509354902,1.351876223,0.000275157,0.291527664,0.263817141,5.96E-05
0.76420595,0.584502925,-0.256798915,0.108965299,0.083298445,0.036611254,0.379949968,-1,0.066525874,0.222036188,-1,0.03833282,0.042892285,-1,0.007637732,0.932617188,1.279296875,1.630859375,1.938476563,2.258300781,2.575683594,0.012305219,0.006062926,0.003889144,0.002742245,0.002193379,0.001726423,0.932617188,1.284179688,1.635742188,1.967773438,2.893066406,3.256835938,0.007178941,0.003533429,0.002288564,0.001600887,0.000866812,0.000763051,0.932617188,1.298828125,1.650390625,1.962890625,2.312011719,3.591308594,0.001404871,0.000686317,0.000415222,0.000314501,0.00023492,0.000125623,2.546675016,2.303239843,0.000416624,1.484055176,1.350427417,0.000253579,0.288436462,0.259128115,5.16E-05
0.764644673,0.583904204,-0.256760592,0.109102861,0.083232431,0.036589062,0.380909898,-1,0.066067576,0.221684404,-1,0.039035769,0.042840304,-1,0.007454556,0.935058594,1.284179688,2.275390625,2.619628906,2.922363281,3.542480469,0.012311776,0.006040277,0.002186059,0.001763833,0.001491741,0.001130543,0.932617188,1.279296875,1.62109375,1.955566406,2.255859375,2.595214844,0.007188764,0.00352887,0.002239762,0.001665776,0.0012667,0.001044914,0.930175781,1.284179688,1.638183594,1.962890625,2.297363281,2.639160156,0.001396592,0.000695123,0.000426424,0.000303798,0.000252308,0.000202323,2.552977031,2.310067202,0.000449075,1.486482133,1.34328557,0.000242095,0.288690959,0.258170608,4.46E-05
0.764591481,0.583806738,-0.256992617,0.10924264,0.083380649,0.036563778,0.38188654,-1,0.067286241,0.222474644,-1,0.039163712,0.042781115,-1,0.007184164,0.935058594,1.26953125,1.623535156,1.953125,2.258300781,2.919921875,0.012392882,0.006000855,0.003927132,0.002761111,0.002200458,0.001526875,0.932617188,1.2890625,1.640625,1.965332031,2.28515625,2.624511719,0.007220771,0.003563859,0.002267161,0.001634001,0.001245952,0.001002157,0.932617188,1.267089844,1.9140625,2.265625,2.900390625,3.271484375,0.001364826,0.000680015,0.000326278,0.00025703,0.000179035,0.000148492,2.55630852,2.318817699,0.000432861,1.491628705,1.348603081,0.000256092,0.2855149,0.260519455,4.26E-05
0.764357473,0.58365982,-0.257110006,0.109291981,0.083352945,0.036619875,0.382231586,-1,0.066758415,0.222326831,-1,0.038334544,0.042912488,-1,0.007607863,0.932617188,1.286621094,1.628417969,2.600097656,2.912597656,3.232421875,0.012430589,0.006125087,0.003798796,0.00175876,0.001520731,0.001247387,0.932617188,1.284179688,1.630859375,1.979980469,2.587890625,2.927246094,0.007197048,0.003514637,0.002302224,0.001614241,0.001060397,0.000871344,0.930175781,1.58203125,1.945800781,2.321777344,2.661132813,3.298339844,0.00137137,0.000451359,0.000352548,0.00025951,0.000194715,0.000139327,2.572321209,2.307079969,0.00042243,1.485188715,1.352971142,0.000257305,0.285954962,0.261711563,4.90E-05
0.76418764,0.584181322,-0.25757678,0.109038692,0.083274312,0.036590774,0.380461963,-1,0.065702484,0.221907554,-1,0.039294444,0.042844312,-1,0.00733348,0.932617188,1.281738281,1.618652344,1.943359375,2.275390625,2.624511719,0.012312534,0.006040162,0.003934902,0.002771579,0.002225529,0.001750385,0.932617188,1.279296875,1.628417969,1.967773438,2.604980469,2.944335938,0.007185226,0.003523966,0.002219546,0.001625267,0.001043366,0.000903666,0.935058594,1.298828125,1.667480469,1.994628906,2.385253906,2.985839844,0.001400777,0.000685428,0.000451516,0.0003044,0.000243011,0.000156926,2.549846789,2.307226623,0.000393107,1.483530015,1.349165734,0.000284035,0.287159885,0.259925597,5.55E-05
0.764090733,0.583593766,-0.257605123,0.108952069,0.083375535,0.036789239,0.379857709,-1,0.066265653,0.222447357,-1,0.039352408,0.043310339,-1,0.007609172,0.932617188,1.284179688,1.623535156,1.965332031,2.294921875,2.59765625,0.01232761,0.006062804,0.003860122,0.002827032,0.002148571,0.00173998,0.932617188,1.286621094,1.643066406,2.275390625,2.624511719,2.946777344,0.007221944,0.003545478,0.00224131,0.001267405,0.00101574,0.000858804,0.935058594,1.293945313,1.640625,1.987304688,2.922363281,3.315429688,0.001443396,0.000667088,0.000442106,0.000313789,0.000165606,0.000142009,2.5476526,2.301142587,0.000437307,1.490827751,1.349010946,0.000244204,0.292203535,0.260709485,4.61E-05
0.76415267,0.583670337,-0.25760634,0.109095288,0.083424035,0.03672199,0.38085702,-1,0.066970123,0.22270623,-1,0.039109285,0.043152147,-1,0.007239823,0.932617188,1.279296875,1.630859375,1.979980469,2.59765625,2.924804688,0.012344403,0.006096058,0.003883826,0.002787676,0.001745661,0.001481353,0.932617188,1.281738281,1.635742188,2.263183594,2.924804688,3.239746094,0.007214513,0.003527994,0.002231997,0.00126929,0.000885035,0.000766754,0.927734375,1.284179688,1.635742188,1.97265625,2.297363281,2.641601563,0.001375255,0.000701364,0.000458016,0.000318196,0.000252067,0.0001998,2.55535943,2.306848873,0.000430024,1.489633161,1.353368444,0.000253463,0.286148133,0.264569109,4.51E-05
0.764393464,0.584296904,-0.257819992,0.109256746,0.083191032,0.036644065,0.381985167,-1,0.067580906,0.22146393,-1,0.038501929,0.042969201,-1,0.007398253,0.932617188,1.284179688,1.608886719,1.962890625,2.28515625,2.592773438,0.01239395,0.006015952,0.003870497,0.002902749,0.002181201,0.001738979,0.932617188,1.279296875,1.628417969,1.962890625,2.277832031,2.905273438,0.007169791,0.003553405,0.002230499,0.001630707,0.001265074,0.000870924,0.932617188,1.298828125,1.647949219,1.987304688,2.626953125,3.244628906,0.001398173,0.000653582,0.000456966,0.000305703,0.000209321,0.000142308,2.555936506,2.32023051,0.000436637,1.48657033,1.340602469,0.000236998,0.283863519,0.264713943,5.05E-05
0.763851744,0.583954139,-0.257963771,0.109160508,0.083251104,0.036846101,0.381312532,-1,0.066175132,0.221783884,-1,0.038896995,0.043444326,-1,0.007643828,0.932617188,1.284179688,1.635742188,1.943359375,2.600097656,2.91015625,0.012349852,0.006120683,0.003815679,0.002760073,0.001760847,0.001483375,0.932617188,1.276855469,1.630859375,1.938476563,2.265625,3.205566406,0.007161877,0.003561969,0.002250143,0.001651444,0.001268393,0.000768441,0.932617188,1.2890625,2.294921875,2.888183594,3.273925781,3.642578125,0.001400399,0.000690533,0.000242764,0.000170563,0.000147353,0.000129822,2.557786716,2.309836429,0.00042579,1.487369929,1.343761956,0.000225694,0.290589908,0.264030019,5.60E-05
